@relation localiz

@attribute a1 {A01,A02,A03,A04,A05,B01,B02,B03,B04,B05,C01,C02,C03,C04,C05,D01,D02,D03,D04,D05,E01,E02,E03,E04,E05}
@attribute a2 {010-000-024-033,020-000-033-111,020-000-032-221,010-000-030-096}
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute binaryClass {P,N}

@data
B04,010-000-024-033,6.3379E17,2.688819,2.437208,0.401178,P
A05,010-000-024-033,6.3379E17,3.397758,1.226265,0.524891,P
A03,020-000-032-221,6.3379E17,1.700837,2.473022,0.390535,P
E04,020-000-033-111,6.3379E17,5.405319,0.89432,-0.601329,P
A04,010-000-024-033,6.3379E17,2.654858,2.194443,0.612553,P
D02,020-000-032-221,6.3379E17,4.26869,1.589265,0.174793,P
D03,020-000-033-111,6.3379E17,2.338964,1.894856,1.220673,N
E03,020-000-032-221,6.3379E17,4.111951,1.593304,0.193615,P
D04,020-000-032-221,6.3379E17,1.537337,2.100455,0.414116,P
B03,010-000-030-096,6.3379E17,2.613343,2.17867,0.372927,P
E05,020-000-032-221,6.3379E17,3.253258,1.903561,0.844525,N
B03,010-000-024-033,6.3379E17,2.819847,2.517173,0.605443,P
B05,020-000-032-221,6.3379E17,2.525085,1.103618,0.357031,P
E02,010-000-024-033,6.3379E17,2.601961,2.511635,0.330463,P
B04,020-000-033-111,6.3379E17,1.167355,2.441342,0.276888,P
C04,010-000-024-033,6.3379E17,3.31324,1.93867,0.121659,N
C04,010-000-024-033,6.3379E17,3.285238,1.051459,0.419918,P
D05,010-000-024-033,6.3379E17,3.207224,1.571752,0.691128,P
C03,020-000-033-111,6.3379E17,1.090372,2.63921,0.454725,P
B03,010-000-030-096,6.3379E17,1.183927,1.725524,0.012128,P
C02,020-000-032-221,6.3379E17,1.914287,1.581284,-0.032933,P
B01,020-000-033-111,6.3379E17,2.333894,1.66243,1.100604,N
C01,010-000-030-096,6.3379E17,4.559524,2.167465,0.298538,N
E03,020-000-033-111,6.3379E17,4.128645,1.154022,0.189714,P
B04,020-000-033-111,6.3379E17,2.290726,1.663185,1.162646,N
A01,020-000-032-221,6.3379E17,4.308791,1.369574,0.288699,P
A02,010-000-024-033,6.3379E17,2.685773,2.016057,-0.001902,N
D03,020-000-032-221,6.3379E17,4.067725,1.396232,0.401476,P
A01,010-000-024-033,6.3379E17,3.366804,1.609807,0.472243,P
E02,010-000-030-096,6.3379E17,2.791827,1.886528,-0.044617,N
B04,020-000-033-111,6.3379E17,4.643368,1.307433,0.349307,P
E05,010-000-024-033,6.3379E17,3.433851,1.47048,0.281416,P
B01,020-000-032-221,6.3379E17,4.078553,1.246,0.290447,P
E01,010-000-024-033,6.3379E17,3.866198,0.974362,0.143831,P
C05,010-000-024-033,6.3379E17,3.823119,1.812346,0.290132,P
A01,010-000-024-033,6.3379E17,3.359334,1.309985,0.069015,P
C02,010-000-030-096,6.3379E17,3.705707,1.14973,0.208092,P
D03,020-000-033-111,6.3379E17,1.050938,2.473477,0.415775,P
A04,020-000-032-221,6.3379E17,4.376502,1.064096,-0.065841,P
D02,010-000-030-096,6.3379E17,2.920918,0.971527,-0.059913,P
E05,020-000-032-221,6.3379E17,0.948007,1.518262,0.984176,N
C04,020-000-033-111,6.3379E17,4.347882,1.221076,0.418704,P
E04,010-000-024-033,6.3379E17,3.536311,1.412965,0.559782,P
C02,020-000-033-111,6.3379E17,1.842744,1.580073,1.401963,N
A05,010-000-030-096,6.3379E17,2.40113,2.177573,0.209092,P
B03,020-000-032-221,6.3379E17,4.115038,1.12609,0.199691,P
E05,010-000-030-096,6.3379E17,3.431582,1.733909,0.589524,P
D04,010-000-030-096,6.3379E17,3.024073,1.478509,0.266133,P
B01,020-000-032-221,6.3379E17,2.984258,1.979484,0.83602,N
D04,020-000-032-221,6.3379E17,3.781509,1.096097,0.079026,P
C05,010-000-024-033,6.3379E17,2.516088,2.440114,0.308613,P
B03,010-000-024-033,6.3379E17,1.562384,1.59325,0.154854,N
D03,010-000-030-096,6.3379E17,2.709859,2.065655,0.230096,P
C01,010-000-030-096,6.3379E17,2.632209,2.666924,0.402927,P
A04,010-000-030-096,6.3379E17,3.430946,1.1506,0.393354,P
C02,010-000-030-096,6.3379E17,5.248638,2.185764,0.260357,N
D01,020-000-033-111,6.3379E17,2.793297,1.684979,1.508203,N
C04,010-000-030-096,6.3379E17,3.444714,1.283069,0.261954,P
C02,020-000-033-111,6.3379E17,3.243961,1.720504,1.276221,N
C04,010-000-030-096,6.3379E17,2.304479,2.331228,0.372383,P
B05,010-000-024-033,6.3379E17,2.684976,2.352824,0.334716,P
C03,020-000-033-111,6.3379E17,1.764055,1.744598,1.160946,N
D02,010-000-024-033,6.3379E17,2.731507,1.770587,0.005986,N
B05,010-000-030-096,6.3379E17,1.22771,1.562173,-0.337757,N
D03,020-000-033-111,6.3379E17,1.240651,1.536861,1.47314,N
E02,020-000-033-111,6.3379E17,3.108977,1.995273,1.222172,N
C03,010-000-024-033,6.3379E17,2.115125,1.9104,0.180861,N
D05,020-000-033-111,6.3379E17,1.153906,2.286311,0.513237,P
C03,010-000-024-033,6.3379E17,3.36609,1.258952,0.311014,P
C05,010-000-024-033,6.3379E17,2.111006,1.897885,0.198529,N
E05,020-000-033-111,6.3379E17,4.641437,1.437036,0.306084,P
A04,020-000-032-221,6.3379E17,1.901407,2.597502,0.395929,P
E02,020-000-033-111,6.3379E17,3.547761,2.002768,1.281642,N
A05,020-000-033-111,6.3379E17,4.76556,1.036959,0.47568,P
D01,020-000-033-111,6.3379E17,4.418995,1.354153,0.120111,P
C02,020-000-033-111,6.3379E17,1.270872,2.356112,0.213007,P
D04,020-000-032-221,6.3379E17,1.277171,1.602168,0.786009,N
C04,020-000-033-111,6.3379E17,1.933679,1.81369,1.174303,N
B03,010-000-030-096,6.3379E17,2.749852,2.004611,0.387486,P
B02,020-000-032-221,6.3379E17,1.625917,2.694641,0.494046,P
E04,020-000-033-111,6.3379E17,3.135457,1.976952,1.238277,N
C02,020-000-033-111,6.3379E17,2.05323,1.495999,1.175483,N
C03,010-000-024-033,6.3379E17,2.860016,2.563982,0.204289,P
E01,010-000-024-033,6.3379E17,2.815756,2.443928,0.484246,P
B01,020-000-032-221,6.3379E17,1.456176,2.465208,0.4766,P
E01,020-000-033-111,6.3379E17,1.104461,2.247664,0.280216,P
E05,020-000-033-111,6.3379E17,2.846243,1.277121,1.452701,N
C02,020-000-032-221,6.3379E17,3.604908,1.851363,0.806245,N
C05,020-000-033-111,6.3379E17,2.063319,1.821071,1.193904,N
B05,010-000-024-033,6.3379E17,3.419793,0.818141,0.228476,P
E01,020-000-033-111,6.3379E17,5.01001,1.166743,0.429626,P
E05,010-000-030-096,6.3379E17,3.451171,1.421689,0.258469,P
E03,010-000-024-033,6.3379E17,2.416661,2.592146,0.502724,P
C01,020-000-032-221,6.3379E17,3.669739,1.95213,0.94414,N
A01,020-000-033-111,6.3379E17,4.365244,1.447515,-0.071066,P
A03,020-000-032-221,6.3379E17,3.973098,1.064167,0.393824,P
E01,020-000-033-111,6.3379E17,4.963839,1.263602,0.40497,P
B05,020-000-032-221,6.3379E17,4.213998,1.201443,0.261321,P
D01,020-000-032-221,6.3379E17,3.874803,1.252417,0.368376,P
E01,010-000-024-033,6.3379E17,2.766484,2.451402,0.395597,P
E04,010-000-030-096,6.3379E17,3.386501,1.396501,0.443698,P
C04,020-000-032-221,6.3379E17,3.991956,1.208353,0.054409,P
C01,010-000-024-033,6.3379E17,3.369118,1.550354,0.21868,P
D02,020-000-033-111,6.3379E17,1.14107,2.318747,0.236324,P
D01,010-000-024-033,6.3379E17,2.896425,1.234274,0.476624,P
E04,010-000-024-033,6.3379E17,3.120307,1.568853,0.213874,P
E02,020-000-033-111,6.3379E17,4.67038,1.444804,0.380747,P
D04,020-000-032-221,6.3379E17,5.155907,2.041347,1.106523,N
E03,020-000-032-221,6.3379E17,4.348779,1.263663,0.351314,P
C02,020-000-032-221,6.3379E17,1.826005,2.292036,0.248282,P
C03,010-000-024-033,6.3379E17,3.485139,1.251864,0.531685,P
D01,010-000-024-033,6.3379E17,1.538036,1.520612,-0.023655,N
C02,010-000-030-096,6.3379E17,2.511245,2.631562,0.30703,P
E02,020-000-032-221,6.3379E17,3.045358,1.792152,0.557523,N
E01,020-000-033-111,6.3379E17,5.58554,1.039923,-0.042626,P
E02,010-000-024-033,6.3379E17,2.598755,2.478259,0.338939,P
C05,010-000-024-033,6.3379E17,1.311751,0.78434,-0.077257,P
D03,010-000-030-096,6.3379E17,2.252273,1.866004,0.171208,P
C02,010-000-030-096,6.3379E17,3.572775,1.207081,0.643607,P
C03,010-000-024-033,6.3379E17,2.847049,2.544046,0.169508,P
C01,010-000-030-096,6.3379E17,2.652223,2.670876,0.354406,P
B04,010-000-024-033,6.3379E17,3.551379,1.420442,0.314872,P
A04,010-000-030-096,6.3379E17,2.43196,1.732497,0.267862,N
B04,010-000-030-096,6.3379E17,3.373173,1.584211,0.433468,P
A05,020-000-033-111,6.3379E17,3.082312,1.452498,1.144455,N
A04,010-000-030-096,6.3379E17,2.855142,2.816732,0.292911,P
C04,010-000-030-096,6.3379E17,2.479501,2.701394,0.529793,P
E03,010-000-024-033,6.3379E17,3.598878,1.846511,0.082038,P
B02,020-000-033-111,6.3379E17,1.306319,2.633363,0.330794,P
B01,020-000-032-221,6.3379E17,1.617944,2.389632,0.422885,P
B04,010-000-024-033,6.3379E17,2.603543,2.316706,0.318026,P
E05,020-000-032-221,6.3379E17,4.236644,1.259654,0.097129,P
A03,020-000-033-111,6.3379E17,4.316218,2.05018,1.324045,N
B04,010-000-030-096,6.3379E17,1.415244,1.761044,0.497376,N
C03,010-000-024-033,6.3379E17,2.638944,2.126542,0.354033,P
B05,010-000-024-033,6.3379E17,3.305035,1.435179,0.444439,P
B05,010-000-024-033,6.3379E17,3.031642,1.948501,-0.218905,N
E02,010-000-030-096,6.3379E17,2.366135,1.935828,0.315647,N
B04,020-000-033-111,6.3379E17,2.293289,1.910737,1.210395,N
D03,010-000-030-096,6.3379E17,2.259613,2.285884,0.110652,P
D01,010-000-024-033,6.3379E17,3.045125,1.850683,0.395979,N
E04,020-000-033-111,6.3379E17,1.103776,2.255172,0.564345,P
B02,010-000-024-033,6.3379E17,1.51653,1.982773,0.058349,P
C05,010-000-024-033,6.3379E17,2.608844,2.135726,0.408472,P
E05,010-000-024-033,6.3379E17,3.011503,1.365881,0.225869,N
D02,010-000-030-096,6.3379E17,2.730291,2.385444,0.532051,P
C03,010-000-030-096,6.3379E17,2.615475,2.130383,0.387277,P
B02,020-000-033-111,6.3379E17,2.250238,1.871485,1.044776,N
A04,020-000-033-111,6.3379E17,0.231711,1.374131,0.500744,P
C01,020-000-032-221,6.3379E17,3.387226,1.718801,0.785792,N
E04,020-000-033-111,6.3379E17,2.563059,2.220989,-0.040023,P
B02,020-000-033-111,6.3379E17,2.522191,1.647963,1.339554,N
D02,010-000-024-033,6.3379E17,2.683654,1.821716,0.23675,N
D03,020-000-032-221,6.3379E17,1.432765,1.460891,1.056074,N
A04,020-000-033-111,6.3379E17,1.205182,2.216472,0.500212,P
A01,020-000-032-221,6.3379E17,1.060643,2.751047,0.325758,P
E05,020-000-033-111,6.3379E17,1.86088,1.800773,1.23476,N
B03,020-000-032-221,6.3379E17,1.499318,2.45323,0.508009,P
B04,020-000-033-111,6.3379E17,4.620473,1.254717,0.434051,P
D03,010-000-024-033,6.3379E17,1.69758,1.243284,0.194845,N
D05,020-000-032-221,6.3379E17,4.498006,1.24874,0.01747,P
B05,010-000-030-096,6.3379E17,1.63946,1.523063,-0.088695,N
D02,010-000-024-033,6.3379E17,2.754061,1.747401,0.219997,N
B02,020-000-033-111,6.3379E17,1.831615,1.584343,1.277274,N
E01,020-000-033-111,6.3379E17,1.07963,2.453618,0.091646,P
C05,010-000-024-033,6.3379E17,3.619925,1.599117,0.422722,P
B03,010-000-030-096,6.3379E17,2.381662,1.964585,0.006625,N
D01,020-000-033-111,6.3379E17,4.560384,1.282774,0.189346,P
C01,010-000-024-033,6.3379E17,2.739441,2.165942,0.304444,P
A05,010-000-024-033,6.3379E17,2.381095,2.483762,0.259029,P
E05,020-000-032-221,6.3379E17,3.351966,2.001189,0.713424,N
E02,020-000-033-111,6.3379E17,3.365001,1.056983,1.29957,N
A02,020-000-032-221,6.3379E17,0.411406,2.784559,1.396888,P
B04,020-000-033-111,6.3379E17,2.475471,1.644198,1.27367,N
B02,010-000-030-096,6.3379E17,3.556016,1.406252,0.094411,P
A01,010-000-024-033,6.3379E17,2.224125,2.362445,0.197668,P
C02,010-000-024-033,6.3379E17,3.76381,1.903916,1.208077,N
A02,010-000-030-096,6.3379E17,3.693602,1.157181,0.485734,P
C03,020-000-033-111,6.3379E17,2.030263,1.646448,1.205106,N
B01,010-000-024-033,6.3379E17,3.356118,1.616172,0.26205,P
E02,020-000-033-111,6.3379E17,4.650006,1.42917,0.321788,P
B01,020-000-033-111,6.3379E17,2.876594,2.270958,1.210251,N
B03,010-000-024-033,6.3379E17,2.272381,1.627504,0.239738,N
C05,020-000-033-111,6.3379E17,1.297596,2.335233,0.343013,P
B04,020-000-032-221,6.3379E17,4.401851,1.180147,-0.078153,P
D01,020-000-032-221,6.3379E17,2.729018,1.649367,0.845317,N
D02,020-000-032-221,6.3379E17,1.493659,2.063265,0.3951,P
B02,010-000-024-033,6.3379E17,2.312901,1.58828,0.030251,N
A04,020-000-033-111,6.3379E17,4.276327,0.756038,0.458953,P
A04,020-000-033-111,6.3379E17,1.217636,2.18332,0.327182,P
E02,010-000-024-033,6.3379E17,3.123526,1.188177,0.518921,N
D02,020-000-032-221,6.3379E17,1.604429,1.887657,0.016561,P
A03,010-000-030-096,6.3379E17,3.33396,1.31956,-0.001291,P
E01,020-000-032-221,6.3379E17,1.626523,2.461164,0.281603,P
D03,010-000-024-033,6.3379E17,2.902438,2.444671,0.510777,P
D02,020-000-032-221,6.3379E17,3.041436,2.027085,1.017587,N
A01,020-000-032-221,6.3379E17,4.445003,1.435679,0.618715,P
C01,020-000-032-221,6.3379E17,3.230685,1.76131,0.66331,N
B04,010-000-024-033,6.3379E17,3.612957,1.349716,0.477972,P
E05,010-000-030-096,6.3379E17,3.456379,1.688091,0.367187,P
C04,020-000-032-221,6.3379E17,1.539889,2.501118,0.143704,P
D03,020-000-032-221,6.3379E17,3.768691,1.431162,0.236381,P
C03,010-000-024-033,6.3379E17,2.345709,1.823128,0.19847,N
B05,010-000-024-033,6.3379E17,0.53507,2.853657,1.784212,N
D03,010-000-024-033,6.3379E17,2.621351,1.186853,0.125392,P
D03,020-000-033-111,6.3379E17,1.063582,2.4859,0.380004,P
A04,010-000-030-096,6.3379E17,3.422931,1.20073,0.446962,P
B01,020-000-032-221,6.3379E17,2.680404,1.739136,0.749227,N
C04,010-000-030-096,6.3379E17,2.187788,1.211046,0.074172,N
C04,010-000-024-033,6.3379E17,3.418157,1.263953,0.410052,P
A03,020-000-033-111,6.3379E17,1.199676,2.504582,0.488558,P
E01,020-000-032-221,6.3379E17,3.136395,1.363185,0.910597,N
E03,010-000-024-033,6.3379E17,2.697251,2.722548,0.687184,P
D01,020-000-032-221,6.3379E17,3.859148,1.936814,0.98619,N
A02,020-000-032-221,6.3379E17,2.118017,1.962592,0.716107,N
A03,020-000-032-221,6.3379E17,1.487057,2.329911,0.170236,P
E03,010-000-030-096,6.3379E17,2.59025,2.290788,0.510715,P
C02,010-000-024-033,6.3379E17,1.927151,1.105042,-0.036357,N
A04,010-000-024-033,6.3379E17,3.172487,0.954373,0.121756,P
E02,010-000-024-033,6.3379E17,2.083597,1.325596,-0.094182,N
C02,020-000-033-111,6.3379E17,1.242469,2.48614,0.417121,P
E03,010-000-030-096,6.3379E17,1.982945,1.990271,0.680691,N
A05,010-000-030-096,6.3379E17,2.545717,2.436994,0.464651,P
A04,020-000-033-111,6.3379E17,4.377173,1.056726,0.266184,P
E02,020-000-032-221,6.3379E17,3.328012,2.395178,1.134424,P
D03,010-000-030-096,6.3379E17,2.584543,2.07244,-0.053449,N
E02,020-000-033-111,6.3379E17,4.349937,2.002341,1.427088,N
A05,010-000-024-033,6.3379E17,3.552832,1.459552,0.252646,P
A03,020-000-032-221,6.3379E17,3.021132,1.225666,0.791396,N
C01,010-000-030-096,6.3379E17,2.518001,2.390568,0.515141,P
C04,010-000-030-096,6.3379E17,3.383937,1.20053,0.089858,P
E04,010-000-024-033,6.3379E17,3.012203,1.917791,-0.103121,N
E05,020-000-033-111,6.3379E17,2.99296,1.798169,1.429657,N
A04,020-000-032-221,6.3379E17,4.203427,1.280923,0.545087,P
C03,010-000-030-096,6.3379E17,1.155385,0.631493,0.18157,P
D04,010-000-024-033,6.3379E17,2.921513,2.398567,0.48105,P
B03,020-000-032-221,6.3379E17,4.145752,1.338157,0.513174,P
D01,010-000-030-096,6.3379E17,2.857171,0.7738,-0.001291,P
E01,010-000-030-096,6.3379E17,3.860229,1.084803,0.240721,P
E01,020-000-033-111,6.3379E17,1.096253,2.237275,0.10247,P
E02,010-000-024-033,6.3379E17,3.253491,1.875272,0.147184,N
D05,010-000-030-096,6.3379E17,3.459984,1.846119,0.068388,N
C03,020-000-033-111,6.3379E17,4.458598,1.364421,0.514846,P
C04,020-000-033-111,6.3379E17,1.163074,2.268356,0.494571,P
E03,020-000-032-221,6.3379E17,3.200525,1.99489,1.080288,N
D04,020-000-033-111,6.3379E17,4.22817,1.449789,0.103874,P
E03,020-000-033-111,6.3379E17,1.553995,1.427924,1.126031,N
A04,010-000-030-096,6.3379E17,2.703327,1.898319,-0.16788,N
D04,010-000-024-033,6.3379E17,2.936534,2.47083,0.362433,N
A05,020-000-032-221,6.3379E17,1.561957,2.561367,0.394025,P
A01,020-000-032-221,6.3379E17,3.498273,2.059775,1.042471,N
C04,010-000-024-033,6.3379E17,4.263151,1.785232,0.998307,N
C02,020-000-032-221,6.3379E17,2.055058,2.307074,1.218459,N
E01,010-000-024-033,6.3379E17,3.032255,2.003691,0.077758,N
E01,020-000-032-221,6.3379E17,1.784285,1.850668,0.764379,N
D03,020-000-032-221,6.3379E17,1.554342,1.965592,0.190683,P
B04,020-000-032-221,6.3379E17,2.414351,1.94788,0.747537,N
C03,010-000-024-033,6.3379E17,2.613693,2.429458,0.4609,P
E01,020-000-033-111,6.3379E17,1.096162,2.245486,0.162496,P
A03,020-000-032-221,6.3379E17,3.536202,1.203878,1.077483,N
E01,010-000-030-096,6.3379E17,2.545897,2.20703,-0.215489,P
E05,020-000-032-221,6.3379E17,2.927809,1.53927,0.732832,N
D02,020-000-033-111,6.3379E17,1.104852,1.662629,1.523186,N
E03,020-000-032-221,6.3379E17,4.0576,1.122257,0.142974,P
E03,010-000-024-033,6.3379E17,3.051862,2.24037,-0.101141,N
D03,010-000-030-096,6.3379E17,2.309278,1.647263,0.176601,N
E03,010-000-030-096,6.3379E17,3.136858,2.130212,0.028457,N
B05,010-000-024-033,6.3379E17,2.705893,2.398577,0.250102,P
E04,010-000-024-033,6.3379E17,2.159534,1.159825,0.178351,N
E03,010-000-024-033,6.3379E17,2.441254,2.609174,0.374714,P
C02,020-000-033-111,6.3379E17,1.32489,1.952396,0.259723,P
B03,010-000-030-096,6.3379E17,3.178163,1.780446,0.168246,N
E04,010-000-024-033,6.3379E17,3.545787,1.440965,0.638285,P
C02,010-000-030-096,6.3379E17,4.381943,1.833801,0.375936,N
C03,020-000-032-221,6.3379E17,1.691001,1.640916,0.986343,N
B02,020-000-033-111,6.3379E17,1.866296,1.520366,1.020074,N
E04,020-000-032-221,6.3379E17,1.996586,1.763667,1.016706,N
C04,010-000-024-033,6.3379E17,2.720279,2.306847,0.584735,P
E04,020-000-033-111,6.3379E17,4.609334,1.127935,0.023497,P
E03,010-000-030-096,6.3379E17,3.134352,1.435609,0.240504,N
B04,010-000-030-096,6.3379E17,2.795624,2.256198,0.486687,P
B04,010-000-024-033,6.3379E17,2.323836,1.375027,0.187519,N
B01,010-000-030-096,6.3379E17,3.099279,0.850214,0.28039,P
E01,020-000-033-111,6.3379E17,1.104528,2.314962,-0.010837,P
E03,020-000-032-221,6.3379E17,3.363503,2.18336,0.36061,P
B01,010-000-024-033,6.3379E17,3.02299,1.957909,0.079485,N
A01,010-000-024-033,6.3379E17,2.373743,1.491242,0.258524,N
E01,020-000-033-111,6.3379E17,3.557313,1.869835,1.333608,N
E02,020-000-032-221,6.3379E17,1.448347,1.454175,0.161016,P
E04,020-000-033-111,6.3379E17,2.992471,1.432701,1.063768,N
C05,010-000-030-096,6.3379E17,3.089678,1.81922,0.345179,N
C03,010-000-024-033,6.3379E17,3.275283,1.260785,0.748098,P
B05,010-000-024-033,6.3379E17,3.46542,1.25524,0.10831,P
E03,010-000-030-096,6.3379E17,2.466333,2.211189,0.248377,P
A02,010-000-030-096,6.3379E17,3.679078,1.150357,0.420411,P
C01,010-000-030-096,6.3379E17,2.83644,2.000139,0.063149,N
D02,010-000-030-096,6.3379E17,3.520208,2.156634,0.471018,N
A01,020-000-032-221,6.3379E17,4.43509,1.337308,0.287159,P
E02,010-000-024-033,6.3379E17,3.697944,1.834724,0.251213,N
D04,010-000-024-033,6.3379E17,2.810439,2.442867,0.304501,P
A02,020-000-032-221,6.3379E17,3.920353,-0.042226,0.024769,N
D05,010-000-030-096,6.3379E17,2.0039,1.793065,0.082435,N
D01,020-000-032-221,6.3379E17,3.610571,2.239381,1.139088,P
D03,020-000-033-111,6.3379E17,2.711893,1.88686,1.454506,N
A04,010-000-024-033,6.3379E17,2.629858,1.843948,0.306193,N
D02,010-000-030-096,6.3379E17,3.472258,1.673975,0.113706,P
C03,020-000-033-111,6.3379E17,4.431468,1.375111,0.527871,P
E03,020-000-032-221,6.3379E17,4.567174,1.849079,1.108562,N
A04,010-000-024-033,6.3379E17,2.740732,2.049961,0.622903,P
E05,010-000-030-096,6.3379E17,2.76589,2.037183,0.32351,P
B05,020-000-032-221,6.3379E17,1.287301,2.65562,0.372254,P
A01,020-000-033-111,6.3379E17,2.595483,1.637492,1.238592,N
B03,010-000-030-096,6.3379E17,1.76772,1.559847,0.360604,N
A02,010-000-024-033,6.3379E17,2.87938,1.894975,-0.093013,N
C02,010-000-024-033,6.3379E17,3.318813,1.650578,0.225741,P
E02,020-000-033-111,6.3379E17,2.802721,1.679231,1.024646,N
E01,010-000-030-096,6.3379E17,3.161996,1.824559,-0.086764,N
E04,010-000-024-033,6.3379E17,2.836691,2.240693,0.439274,P
A05,020-000-032-221,6.3379E17,4.333774,1.468014,0.445638,P
E04,020-000-032-221,6.3379E17,3.717889,2.267309,1.227771,P
B02,010-000-024-033,6.3379E17,3.756664,1.190094,0.282507,P
D01,010-000-030-096,6.3379E17,2.678381,2.164214,0.474623,P
D03,010-000-024-033,6.3379E17,3.029201,1.651875,-0.022982,P
E01,020-000-033-111,6.3379E17,1.61135,1.403822,1.157128,N
D03,010-000-024-033,6.3379E17,2.756552,1.385389,-0.056812,P
A04,010-000-030-096,6.3379E17,1.598573,1.347254,-0.048994,P
D02,010-000-030-096,6.3379E17,3.193686,1.844136,-0.233138,N
D02,010-000-024-033,6.3379E17,2.762756,2.141274,0.54521,P
A03,010-000-024-033,6.3379E17,1.445472,1.604207,-0.189311,P
D01,020-000-032-221,6.3379E17,3.841961,1.225244,0.473321,P
B05,020-000-033-111,6.3379E17,4.623097,0.919732,0.473922,P
A03,010-000-030-096,6.3379E17,2.221442,2.573833,0.261147,P
C03,020-000-033-111,6.3379E17,1.654649,1.945479,-0.069977,P
D02,020-000-033-111,6.3379E17,4.108489,1.452089,1.333596,N
E01,020-000-032-221,6.3379E17,3.797273,1.211891,0.657256,N
A05,010-000-030-096,6.3379E17,4.420326,1.71197,0.607186,N
A04,010-000-030-096,6.3379E17,1.935491,1.088384,-0.04811,P
E05,020-000-033-111,6.3379E17,2.920065,1.375981,1.258965,N
E05,010-000-024-033,6.3379E17,2.684552,2.102296,0.557965,P
C04,020-000-032-221,6.3379E17,2.710431,1.421228,0.823063,N
A05,020-000-033-111,6.3379E17,1.307276,1.946668,0.161692,P
C02,020-000-032-221,6.3379E17,3.190013,1.222728,1.008668,N
A05,020-000-032-221,6.3379E17,4.199115,1.083236,0.317632,P
B01,010-000-030-096,6.3379E17,3.676613,1.23098,0.213557,P
B05,010-000-030-096,6.3379E17,2.488258,2.305227,0.522034,P
D01,010-000-030-096,6.3379E17,2.704612,2.167476,0.310912,P
D02,020-000-032-221,6.3379E17,2.114656,1.435493,0.255721,P
E01,010-000-030-096,6.3379E17,3.099177,1.523672,-0.01391,N
C05,020-000-033-111,6.3379E17,4.754224,1.354316,0.100423,P
A05,010-000-030-096,6.3379E17,2.629762,2.463073,0.677836,P
A02,010-000-024-033,6.3379E17,3.657321,1.397549,0.333975,P
D01,020-000-033-111,6.3379E17,4.432174,1.356723,0.104351,P
E04,010-000-024-033,6.3379E17,3.188836,1.537345,0.345458,N
B04,020-000-032-221,6.3379E17,1.626052,2.348742,0.553926,P
C01,010-000-024-033,6.3379E17,3.304214,1.66772,0.142888,P
D05,010-000-030-096,6.3379E17,3.382211,1.426373,0.161791,P
A04,020-000-032-221,6.3379E17,1.678835,2.216897,0.426736,P
E02,020-000-032-221,6.3379E17,2.955925,1.9657,0.915631,N
C04,010-000-030-096,6.3379E17,3.439279,1.226339,0.220555,P
D03,020-000-032-221,6.3379E17,3.851172,1.506306,0.253948,P
C01,020-000-032-221,6.3379E17,1.803825,2.445452,0.169451,P
D02,010-000-030-096,6.3379E17,3.780851,2.313564,0.012846,N
E04,020-000-032-221,6.3379E17,1.559081,2.224148,0.38848,P
E01,020-000-033-111,6.3379E17,5.224481,1.749973,0.148555,P
E03,010-000-030-096,6.3379E17,2.601126,2.270862,0.542616,P
C01,020-000-033-111,6.3379E17,2.734637,1.862035,1.382234,N
B04,020-000-033-111,6.3379E17,1.163733,2.470474,0.254538,P
E05,010-000-030-096,6.3379E17,2.91635,1.774173,-0.079746,N
B04,020-000-032-221,6.3379E17,3.048386,2.140471,0.026046,P
C04,010-000-030-096,6.3379E17,2.473315,2.297483,0.408215,P
E01,020-000-033-111,6.3379E17,2.027509,1.945289,1.213395,N
E05,020-000-033-111,6.3379E17,1.2786,2.42225,0.462068,P
E02,010-000-030-096,6.3379E17,2.543018,2.106501,0.328422,P
D05,010-000-030-096,6.3379E17,2.876513,2.326028,0.425912,N
E02,010-000-030-096,6.3379E17,2.768729,1.905201,-0.09902,N
D04,020-000-033-111,6.3379E17,1.340703,2.442845,0.245865,P
B03,010-000-030-096,6.3379E17,2.657747,2.575933,0.61112,P
D02,010-000-024-033,6.3379E17,2.993698,2.063937,0.418596,N
C02,010-000-024-033,6.3379E17,2.853356,1.844287,0.075989,N
E05,010-000-024-033,6.3379E17,3.425333,1.450879,0.21774,P
C03,020-000-033-111,6.3379E17,1.737963,1.743322,1.227395,N
C01,010-000-024-033,6.3379E17,1.092479,1.118897,0.196894,P
E01,010-000-024-033,6.3379E17,2.879183,2.527596,0.350065,P
E05,020-000-033-111,6.3379E17,4.402387,1.089752,0.155471,P
D05,020-000-032-221,6.3379E17,2.097312,2.032062,0.083209,P
B03,010-000-030-096,6.3379E17,3.126449,1.165208,0.206569,P
B03,020-000-033-111,6.3379E17,1.186158,2.424708,0.402804,P
D01,020-000-033-111,6.3379E17,4.430828,1.033517,0.379261,P
E01,010-000-030-096,6.3379E17,2.535014,1.944164,0.262965,N
C05,010-000-030-096,6.3379E17,2.531037,2.318568,0.587421,P
B05,010-000-024-033,6.3379E17,3.290112,1.386369,0.2281,P
B03,020-000-032-221,6.3379E17,3.803591,1.138323,0.338971,P
A05,020-000-032-221,6.3379E17,2.044466,1.332613,-0.414417,P
